BHK,Size,Bathroom,Rent,Current Floor,Total Floors,Area Type_Super Area,City_Delhi,City_Hyderabad,City_Kolkata,City_Mumbai,Furnishing Status_Semi-Furnished,Furnishing Status_Unfurnished,Tenant Preferred_Bachelors/Family,Tenant Preferred_Family
2,1436,1,18541,6.0,7.0,1,0,0,0,0,0,0,0,0
2,435,2,20481,6.0,18.0,0,0,0,0,1,1,0,0,1
3,2548,1,47478,9.0,18.0,0,1,0,0,0,0,1,1,0
3,1761,1,43593,9.0,7.0,1,0,0,1,0,1,0,0,1
3,2383,1,77296,9.0,7.0,0,0,1,0,0,0,0,0,0
4,565,3,47919,6.0,5.0,0,0,0,0,0,0,1,0,0
1,2830,1,46670,0.0,14.0,0,0,0,0,0,0,0,0,1
3,2279,1,25954,1.0,13.0,0,0,0,0,0,0,0,0,1
1,430,2,38341,8.0,8.0,1,0,0,0,0,0,1,0,0
4,410,1,32419,7.0,10.0,0,1,0,0,0,0,1,0,1
2,2411,1,54659,0.0,6.0,1,0,0,1,0,0,0,1,0
3,2543,1,7222,8.0,16.0,0,0,0,0,1,1,0,0,0
1,2900,1,61840,7.0,19.0,1,0,1,0,0,0,1,0,1
1,2639,2,31273,3.0,15.0,0,0,0,0,0,1,0,0,1
3,885,2,71323,2.0,6.0,0,0,0,0,0,1,0,0,1
2,1689,3,30162,8.0,8.0,1,0,0,1,0,0,1,1,0
2,1847,1,57802,9.0,15.0,1,0,0,1,0,1,0,0,0
2,2685,3,50569,1.0,13.0,0,1,0,0,0,0,1,1,0
4,2343,3,32277,7.0,8.0,0,1,0,0,0,0,1,0,1
1,2363,1,54116,5.0,1.0,0,1,0,0,0,0,1,1,0
1,2251,2,62899,8.0,2.0,0,0,1,0,0,0,1,0,1
1,1869,2,54029,0.0,4.0,0,1,0,0,0,1,0,0,1
4,1766,1,17167,7.0,2.0,1,0,0,0,0,1,0,0,0
1,1390,1,50350,4.0,16.0,1,1,0,0,0,0,1,0,0
4,1224,2,20590,2.0,17.0,0,0,1,0,0,0,1,0,1
2,1862,1,32883,4.0,8.0,1,1,0,0,0,0,1,0,1
3,2553,1,72046,8.0,12.0,1,1,0,0,0,0,1,0,1
1,2628,1,64930,0.0,1.0,0,0,0,0,0,0,0,0,0
1,2631,2,49506,0.0,2.0,1,0,0,0,0,1,0,0,0
2,625,3,19374,0.0,9.0,0,0,0,0,0,1,0,0,1
3,1176,3,29551,3.0,13.0,1,1,0,0,0,0,1,0,0
4,1512,1,60584,3.0,7.0,1,0,0,0,0,0,0,0,1
3,1087,2,74169,8.0,1.0,1,0,0,1,0,0,0,1,0
2,929,1,22845,0.0,4.0,1,0,0,0,1,0,0,0,0
2,1371,2,11352,0.0,10.0,1,0,0,0,1,0,1,0,1
3,1335,1,68317,1.0,15.0,0,0,0,0,0,0,0,1,0
4,1822,2,62080,2.0,9.0,1,0,1,0,0,0,1,0,1
4,2553,2,13594,0.0,13.0,0,0,0,0,0,0,0,1,0
1,1694,3,13475,2.0,4.0,1,0,0,0,0,0,1,0,0
4,2398,1,42424,3.0,11.0,1,1,0,0,0,0,1,0,0
3,1926,3,70210,6.0,11.0,1,0,1,0,0,1,0,0,1
2,1078,3,7670,7.0,11.0,0,0,0,0,0,0,1,0,0
1,2840,2,64263,9.0,5.0,1,0,0,1,0,0,0,0,0
1,439,1,74896,9.0,7.0,1,0,0,0,1,1,0,1,0
2,1505,2,40316,2.0,19.0,0,0,0,1,0,0,0,0,0
4,1244,2,23710,2.0,12.0,0,0,0,1,0,0,1,1,0
2,2143,2,44814,3.0,15.0,0,0,0,1,0,1,0,1,0
4,2648,1,10179,4.0,14.0,1,0,1,0,0,0,1,1,0
2,846,1,66938,4.0,11.0,1,0,1,0,0,0,1,0,0
3,1634,2,30063,4.0,16.0,1,0,1,0,0,0,0,0,1
4,2891,1,54616,9.0,18.0,1,0,0,0,1,0,0,0,1
3,1750,2,58475,4.0,16.0,0,1,0,0,0,0,0,0,0
1,626,1,63009,6.0,2.0,0,0,0,0,0,1,0,1,0
2,447,1,76011,5.0,4.0,1,0,0,0,0,0,0,0,0
1,1862,3,14681,9.0,17.0,0,1,0,0,0,0,1,0,1
1,2230,2,77501,7.0,15.0,0,0,0,0,0,1,0,1,0
1,586,3,38566,7.0,18.0,0,0,0,1,0,0,0,0,0
1,2792,3,32874,2.0,17.0,1,0,0,0,1,0,0,1,0
2,2671,2,57392,7.0,7.0,0,0,0,0,0,0,0,1,0
1,2935,2,41123,4.0,4.0,1,0,0,0,1,0,1,0,1
2,2332,1,50317,9.0,10.0,1,1,0,0,0,0,0,1,0
2,1248,2,66217,9.0,14.0,1,0,0,0,0,0,1,0,0
3,2432,3,71395,9.0,12.0,0,0,0,0,1,1,0,1,0
4,1652,3,29939,0.0,7.0,0,0,0,1,0,0,0,1,0
4,1813,2,52102,8.0,8.0,0,0,0,1,0,0,1,0,0
2,1378,3,45456,7.0,18.0,0,1,0,0,0,0,0,0,1
3,2012,1,15337,2.0,2.0,1,0,1,0,0,0,0,0,1
2,1416,3,67475,2.0,4.0,1,0,0,0,0,1,0,0,0
2,2635,1,16023,5.0,5.0,1,0,0,1,0,1,0,1,0
2,2281,3,65916,9.0,2.0,0,0,0,1,0,0,1,0,0
3,669,1,52620,4.0,5.0,0,1,0,0,0,0,1,0,0
4,2030,1,19274,6.0,1.0,0,0,0,1,0,0,1,0,0
3,709,2,29398,3.0,12.0,1,0,0,0,0,1,0,0,1
1,2443,1,35135,7.0,17.0,1,1,0,0,0,0,1,1,0
3,1974,2,78878,4.0,10.0,0,0,0,0,1,1,0,0,0
3,1495,3,16412,0.0,17.0,1,1,0,0,0,1,0,0,1
3,2095,3,20293,1.0,2.0,1,0,0,0,0,0,0,0,1
3,2933,3,57969,8.0,4.0,0,0,0,0,0,0,0,1,0
4,1845,1,18194,2.0,11.0,0,0,0,0,1,0,1,0,0
1,2567,3,65787,0.0,12.0,1,1,0,0,0,1,0,1,0
4,619,3,42219,1.0,6.0,0,0,0,0,0,1,0,0,0
4,452,2,40507,8.0,5.0,1,0,0,0,0,1,0,0,1
3,2157,2,61591,3.0,9.0,0,0,0,0,1,0,0,0,1
2,1874,3,44559,6.0,8.0,1,0,1,0,0,1,0,1,0
2,2066,3,11867,3.0,8.0,0,1,0,0,0,0,1,0,0
4,1660,1,79644,5.0,6.0,0,0,0,0,0,0,1,1,0
4,1119,1,8943,2.0,5.0,0,0,0,1,0,0,0,0,0
3,805,3,69413,8.0,7.0,1,0,0,0,1,0,1,1,0
4,2869,2,20523,3.0,7.0,1,0,1,0,0,1,0,0,1
3,2694,3,72028,4.0,11.0,0,0,1,0,0,1,0,1,0
2,471,1,41389,1.0,13.0,1,0,0,0,1,0,1,0,0
2,2253,2,13918,5.0,16.0,1,0,1,0,0,0,0,1,0
1,2632,2,51610,6.0,8.0,0,0,0,0,0,1,0,0,0
2,2453,1,50821,5.0,7.0,0,0,1,0,0,1,0,1,0
4,1629,3,31185,1.0,7.0,0,1,0,0,0,0,0,0,0
2,1967,3,26402,2.0,5.0,1,0,0,1,0,1,0,0,0
3,786,3,34576,0.0,15.0,0,0,0,0,0,0,1,0,0
2,2191,1,28134,9.0,3.0,1,0,0,0,1,0,1,1,0
1,1098,2,79667,7.0,9.0,1,0,0,1,0,0,0,1,0
2,1600,1,54239,9.0,2.0,1,0,0,0,0,0,0,0,1
3,1226,3,35505,3.0,5.0,0,0,0,1,0,0,1,0,0
3,2222,1,6268,2.0,13.0,0,0,1,0,0,0,0,0,1
4,748,2,76097,0.0,15.0,1,0,0,0,1,0,1,0,1
2,1678,1,69624,9.0,18.0,1,0,0,0,1,0,0,0,0
3,707,3,60197,8.0,1.0,0,1,0,0,0,0,1,0,1
1,1550,2,16271,8.0,11.0,0,0,1,0,0,1,0,1,0
4,2360,1,12512,9.0,2.0,0,1,0,0,0,1,0,0,1
1,2734,1,73336,5.0,8.0,0,1,0,0,0,0,1,1,0
2,1165,2,68968,1.0,16.0,0,0,1,0,0,1,0,0,0
2,1124,2,65757,4.0,12.0,0,0,0,0,0,0,1,0,0
2,2019,3,26422,5.0,3.0,0,1,0,0,0,0,0,0,0
4,782,2,59040,1.0,11.0,0,0,0,1,0,1,0,0,1
3,2835,3,17764,5.0,3.0,0,0,0,0,0,1,0,0,0
4,924,1,26164,1.0,1.0,1,0,1,0,0,1,0,0,0
1,675,3,71679,7.0,1.0,0,0,0,0,1,0,1,1,0
4,2947,1,34213,4.0,6.0,0,0,0,0,0,1,0,0,1
1,736,2,77239,2.0,2.0,1,1,0,0,0,0,0,0,1
4,2373,1,15806,6.0,2.0,0,0,0,1,0,1,0,0,0
3,880,2,12094,4.0,7.0,0,0,1,0,0,0,0,0,1
1,1310,1,60597,2.0,14.0,1,0,0,0,1,1,0,0,0
2,2396,1,21158,3.0,17.0,0,0,0,1,0,1,0,1,0
2,1751,1,65833,2.0,10.0,1,0,0,0,1,0,0,0,1
4,2433,1,32209,4.0,15.0,1,0,1,0,0,1,0,0,1
2,2154,3,18763,7.0,18.0,0,0,0,0,0,0,0,1,0
1,508,1,41256,2.0,7.0,1,1,0,0,0,0,0,0,1
2,727,3,64191,9.0,9.0,1,0,1,0,0,0,0,0,0
3,2199,2,47105,6.0,14.0,1,0,0,1,0,1,0,0,1
3,714,2,59410,0.0,4.0,1,0,0,0,0,1,0,0,1
4,1534,3,18510,9.0,6.0,0,0,0,0,1,0,0,1,0
1,1180,2,72344,5.0,5.0,1,0,0,0,0,1,0,1,0
3,1920,2,26864,2.0,2.0,1,0,0,0,0,0,1,0,0
3,555,1,70945,2.0,9.0,0,0,0,1,0,0,0,0,1
1,1896,1,5645,2.0,19.0,1,1,0,0,0,0,0,0,1
2,2124,1,66264,0.0,18.0,0,0,0,0,0,0,1,1,0
2,1286,3,18926,2.0,18.0,1,0,0,0,0,0,1,0,0
4,1121,3,6113,7.0,6.0,0,1,0,0,0,0,0,0,1
2,1312,2,57739,6.0,1.0,1,1,0,0,0,0,1,0,0
1,1270,1,54213,5.0,18.0,0,0,0,0,1,0,0,0,1
3,412,3,30811,5.0,19.0,1,0,0,0,1,1,0,1,0
2,897,3,66687,6.0,19.0,0,1,0,0,0,0,1,1,0
4,2156,1,9592,8.0,3.0,0,0,1,0,0,0,0,1,0
2,2685,3,29552,6.0,12.0,0,1,0,0,0,0,0,1,0
1,1517,1,66898,3.0,18.0,0,0,0,0,1,0,0,1,0
4,1594,2,57118,7.0,9.0,0,0,0,1,0,0,1,1,0
2,2404,2,24744,7.0,10.0,1,0,0,1,0,1,0,0,0
4,2047,2,27046,0.0,7.0,1,0,0,0,0,1,0,1,0
1,1990,1,69932,0.0,18.0,0,0,0,1,0,0,1,0,0
3,1890,3,28084,7.0,2.0,0,0,0,0,1,0,0,1,0
1,542,2,41398,2.0,19.0,1,0,0,1,0,0,0,0,1
1,1624,2,37477,0.0,10.0,1,0,1,0,0,0,0,0,1
1,2926,2,74405,4.0,14.0,0,1,0,0,0,0,1,0,1
1,964,3,10200,8.0,6.0,1,1,0,0,0,0,1,0,0
3,2918,3,7039,5.0,19.0,0,0,0,0,1,0,0,1,0
3,2831,1,66356,4.0,10.0,0,0,0,0,0,0,0,0,0
4,2115,2,11634,6.0,3.0,0,1,0,0,0,0,0,1,0
2,816,3,69899,1.0,19.0,1,0,0,1,0,0,1,0,1
3,2248,1,6724,4.0,11.0,0,0,1,0,0,0,1,0,0
3,2755,2,7455,9.0,17.0,1,0,0,0,0,1,0,1,0
2,2117,3,77628,3.0,18.0,1,0,0,0,0,0,0,0,0
3,1790,3,59447,1.0,1.0,1,0,0,0,0,0,0,0,0
1,1467,1,31612,7.0,2.0,1,1,0,0,0,1,0,0,1
1,2266,2,45456,2.0,15.0,0,0,0,0,0,0,0,0,1
2,1521,2,47773,1.0,4.0,0,0,0,0,1,1,0,0,1
4,1688,3,8061,0.0,19.0,1,0,0,1,0,0,1,0,1
4,2206,2,37001,4.0,10.0,0,0,1,0,0,1,0,0,1
2,2587,1,15586,0.0,15.0,1,0,0,1,0,1,0,1,0
2,1904,3,8763,3.0,7.0,0,0,0,0,1,0,1,1,0
1,1416,3,50209,6.0,18.0,0,0,0,0,1,0,0,0,1
4,1352,1,29078,9.0,8.0,0,0,0,1,0,1,0,0,1
3,471,3,63434,9.0,14.0,0,1,0,0,0,1,0,0,1
1,2090,2,40656,3.0,11.0,0,0,0,0,1,0,0,0,0
2,1691,2,58595,5.0,1.0,0,0,0,0,0,1,0,0,1
4,1744,3,9006,2.0,7.0,1,0,1,0,0,0,1,1,0
3,2554,1,22470,7.0,18.0,0,0,1,0,0,1,0,1,0
3,1282,1,77035,2.0,11.0,0,0,0,0,1,0,0,0,0
1,538,2,27894,4.0,19.0,0,0,0,0,0,0,0,1,0
4,2720,1,22398,4.0,2.0,1,0,0,1,0,1,0,0,1
4,1904,3,50332,5.0,4.0,0,0,1,0,0,0,0,0,0
2,2863,3,35780,8.0,10.0,0,0,0,0,0,0,0,0,0
4,2953,2,47086,1.0,8.0,0,0,0,0,0,1,0,1,0
4,1132,2,31506,0.0,6.0,1,1,0,0,0,1,0,0,1
1,2148,2,79200,9.0,13.0,0,0,0,0,1,0,0,0,1
4,823,1,56020,0.0,2.0,1,0,0,0,0,1,0,0,1
3,1991,3,18985,2.0,9.0,1,0,0,1,0,0,1,0,0
1,789,3,6462,4.0,10.0,0,0,1,0,0,1,0,1,0
1,741,3,29082,9.0,12.0,0,1,0,0,0,0,0,1,0
2,1345,2,6865,1.0,1.0,1,0,0,1,0,0,1,1,0
4,1013,3,41777,2.0,5.0,1,0,1,0,0,0,0,0,1
2,892,1,16322,8.0,17.0,0,0,0,0,1,0,0,0,0
3,591,1,32762,7.0,17.0,0,0,0,1,0,0,1,0,0
1,898,3,19538,8.0,6.0,1,0,1,0,0,1,0,1,0
1,1221,2,62125,0.0,8.0,1,1,0,0,0,0,0,1,0
1,2135,3,78246,4.0,7.0,1,0,1,0,0,1,0,0,0
3,1656,1,8177,6.0,15.0,1,0,0,0,0,1,0,1,0
3,2368,1,32502,6.0,8.0,0,1,0,0,0,0,1,0,0
2,626,1,24249,8.0,15.0,1,0,0,1,0,0,0,0,0
2,1794,3,8197,1.0,7.0,0,0,0,0,1,0,1,1,0
2,2586,1,40229,1.0,18.0,1,1,0,0,0,0,1,0,0
4,1216,2,29166,9.0,18.0,1,1,0,0,0,0,0,0,0
1,1873,3,74117,0.0,7.0,0,1,0,0,0,0,0,1,0
1,1486,3,13692,2.0,14.0,0,0,1,0,0,0,1,1,0
2,503,1,6775,3.0,13.0,0,0,0,0,0,0,1,1,0
1,2274,1,37656,5.0,5.0,0,0,0,0,1,0,1,0,0
2,1270,2,5606,3.0,6.0,1,0,0,0,1,0,0,1,0
4,1067,3,62281,5.0,18.0,0,0,0,0,0,0,0,1,0
4,2442,1,12375,5.0,7.0,0,0,1,0,0,0,1,0,0
3,672,2,5819,7.0,16.0,0,0,1,0,0,0,0,0,0
4,1429,1,36373,8.0,13.0,1,0,0,0,0,0,0,1,0
2,2631,3,5783,2.0,1.0,1,0,0,0,0,0,0,1,0
4,1451,1,55998,7.0,4.0,0,0,0,1,0,1,0,0,0
3,1973,3,12560,4.0,19.0,1,0,1,0,0,1,0,0,0
1,692,1,34168,4.0,5.0,1,1,0,0,0,0,1,0,1
2,2624,3,70927,0.0,3.0,0,0,0,0,1,1,0,0,0
1,2505,2,29264,2.0,1.0,1,0,1,0,0,0,1,0,0
3,1692,3,51801,6.0,1.0,0,0,0,0,0,0,1,0,1
3,707,2,52359,6.0,9.0,0,1,0,0,0,0,0,1,0
3,1376,3,33036,6.0,5.0,0,0,0,1,0,0,1,0,1
1,1651,2,10318,6.0,6.0,1,0,0,1,0,0,1,0,0
1,1670,1,68371,0.0,17.0,0,1,0,0,0,0,1,0,1
1,1917,3,59714,3.0,8.0,1,1,0,0,0,0,1,0,1
1,2530,1,35544,4.0,5.0,1,0,0,0,0,0,0,0,1
3,1609,2,25823,9.0,11.0,1,0,0,0,0,0,0,0,1
3,2699,3,54828,7.0,8.0,1,0,0,0,1,0,1,0,1
2,1778,3,21978,0.0,13.0,0,0,0,0,1,1,0,0,1
2,2173,1,33460,4.0,8.0,0,0,0,1,0,1,0,1,0
1,2119,3,49111,0.0,13.0,1,1,0,0,0,0,1,0,1
4,2442,3,8324,8.0,2.0,0,0,0,1,0,0,0,0,1
4,1195,1,60578,2.0,17.0,1,0,0,0,0,0,1,0,1
3,1296,3,7934,6.0,3.0,1,0,1,0,0,0,1,0,1
3,2361,1,10033,2.0,19.0,0,0,0,0,0,0,0,0,0
3,609,1,11086,7.0,9.0,1,0,1,0,0,1,0,0,1
2,2894,1,42101,9.0,14.0,0,1,0,0,0,0,1,0,1
2,2907,1,48945,1.0,15.0,1,1,0,0,0,0,0,0,1
3,1367,1,23894,9.0,1.0,1,1,0,0,0,0,0,1,0
3,871,2,66113,8.0,6.0,1,0,0,0,1,0,1,0,1
3,2817,2,9687,8.0,6.0,1,0,0,0,1,0,0,0,0
4,1322,1,7887,1.0,1.0,0,0,1,0,0,0,1,1,0
2,536,2,8043,7.0,3.0,1,0,0,1,0,1,0,0,0
4,766,2,23015,0.0,16.0,1,0,0,1,0,0,1,1,0
4,583,3,22789,7.0,17.0,0,0,1,0,0,1,0,1,0
3,2919,1,61784,7.0,17.0,1,0,0,0,1,0,0,0,1
3,1798,2,11115,8.0,9.0,1,0,0,0,0,0,1,0,1
1,936,3,33821,8.0,19.0,1,0,1,0,0,0,0,1,0
1,2002,3,27879,3.0,11.0,1,0,0,1,0,0,1,0,1
4,1673,1,58642,3.0,14.0,1,0,1,0,0,0,0,0,1
2,2957,1,65780,5.0,17.0,1,0,1,0,0,1,0,1,0
3,1496,3,54157,1.0,8.0,0,1,0,0,0,0,1,1,0
3,1705,1,37717,3.0,10.0,1,0,0,0,1,0,0,0,0
4,1315,1,65262,6.0,4.0,0,1,0,0,0,0,1,1,0
1,551,3,45971,8.0,9.0,1,0,0,0,1,0,1,0,0
2,1428,3,76040,3.0,6.0,0,0,1,0,0,1,0,0,0
1,1618,1,79185,0.0,7.0,0,0,0,0,1,0,0,0,1
1,2377,2,68823,0.0,19.0,0,0,0,1,0,0,1,0,1
1,2911,1,29742,7.0,3.0,0,1,0,0,0,0,1,1,0
1,670,2,31520,0.0,1.0,1,0,1,0,0,0,1,1,0
3,1586,3,19833,6.0,13.0,1,0,0,1,0,0,1,0,0
3,859,2,56347,0.0,16.0,1,0,0,0,1,0,1,0,0
1,504,3,66475,5.0,14.0,0,0,0,0,1,0,0,0,1
2,2110,1,78110,3.0,12.0,0,0,0,1,0,0,1,1,0
4,2609,1,13143,8.0,12.0,0,0,0,0,1,0,1,1,0
2,2798,3,53538,0.0,15.0,0,1,0,0,0,0,1,1,0
2,833,3,68795,9.0,3.0,0,0,0,0,0,0,0,1,0
2,539,3,22239,6.0,12.0,0,0,0,0,1,0,1,0,1
1,1894,1,32240,0.0,1.0,0,0,1,0,0,0,1,0,1
3,486,1,5553,9.0,18.0,1,0,0,0,1,1,0,0,0
2,2111,2,29518,1.0,17.0,0,0,1,0,0,1,0,0,1
1,2630,3,18612,7.0,9.0,1,0,0,0,1,0,1,0,0
2,2815,2,69459,4.0,11.0,1,0,0,0,1,0,1,0,1
2,528,1,30804,5.0,14.0,0,0,1,0,0,1,0,0,1
1,1669,2,46154,0.0,7.0,0,1,0,0,0,0,0,1,0
3,2001,2,45106,7.0,9.0,0,0,0,0,0,0,0,0,0
3,1069,1,60146,7.0,16.0,0,0,0,0,0,1,0,0,0
4,548,1,14617,2.0,2.0,1,1,0,0,0,0,1,0,0
1,1384,3,20398,2.0,4.0,0,0,0,0,1,1,0,0,1
4,1251,2,7693,3.0,7.0,1,0,0,0,0,0,0,1,0
4,1856,1,35971,3.0,10.0,0,1,0,0,0,1,0,0,1
4,1027,1,72507,5.0,14.0,1,1,0,0,0,0,0,1,0
3,1892,2,59554,2.0,17.0,1,0,0,0,0,0,1,0,1
1,2893,1,79227,9.0,10.0,1,0,1,0,0,0,1,0,0
4,2444,3,74309,9.0,3.0,1,0,0,1,0,0,1,0,1
1,1283,3,45677,7.0,15.0,1,0,1,0,0,0,0,0,0
1,2741,2,73402,0.0,18.0,0,0,0,0,1,1,0,1,0
3,2188,3,54838,2.0,19.0,0,0,1,0,0,0,1,0,0
4,649,1,72603,7.0,5.0,0,0,0,1,0,0,0,0,0
4,1347,1,27291,7.0,16.0,1,0,0,1,0,0,1,0,0
1,1374,1,33497,5.0,12.0,0,1,0,0,0,1,0,0,0
2,1725,1,36969,1.0,9.0,1,0,0,0,1,0,1,1,0
3,1383,2,47084,3.0,5.0,1,1,0,0,0,0,0,0,1
3,1288,3,21677,4.0,8.0,0,0,1,0,0,0,0,0,1
3,2517,3,35245,5.0,10.0,1,0,1,0,0,0,1,0,1
3,1274,1,58312,6.0,14.0,0,0,0,0,0,0,1,0,1
4,1726,2,40314,4.0,16.0,1,1,0,0,0,0,0,0,0
4,870,1,13267,4.0,3.0,0,1,0,0,0,0,1,1,0
2,2387,1,44812,6.0,10.0,1,1,0,0,0,0,1,1,0
3,490,2,8775,4.0,15.0,0,1,0,0,0,0,1,0,1
3,929,2,68078,1.0,8.0,0,0,0,1,0,1,0,0,1
1,1060,1,30875,4.0,2.0,1,0,0,0,0,1,0,1,0
4,1138,3,52589,5.0,8.0,1,0,0,0,1,1,0,1,0
3,1271,1,8534,6.0,8.0,1,0,0,0,1,0,1,0,0
2,2086,3,72589,3.0,19.0,0,0,0,0,1,0,0,1,0
2,591,3,44880,6.0,18.0,0,0,0,1,0,0,1,1,0
4,2386,2,23083,4.0,1.0,1,0,0,0,0,0,1,0,0
2,2585,2,66807,3.0,15.0,0,0,0,0,0,1,0,0,0
2,744,1,56670,1.0,12.0,0,0,0,1,0,0,0,0,0
4,1408,3,59720,0.0,7.0,1,1,0,0,0,1,0,1,0
3,2950,3,47890,2.0,1.0,0,0,1,0,0,0,0,1,0
3,602,1,44600,7.0,7.0,0,1,0,0,0,0,1,1,0
2,972,1,46329,1.0,7.0,0,0,0,0,1,0,1,0,0
2,591,1,8739,2.0,13.0,1,1,0,0,0,0,1,1,0
3,2452,2,25757,8.0,5.0,0,0,0,1,0,0,0,1,0
4,2313,1,38107,6.0,19.0,1,0,0,0,1,1,0,0,0
2,2116,1,7862,0.0,1.0,0,0,1,0,0,1,0,0,1
1,710,3,22487,1.0,1.0,0,0,0,0,1,1,0,0,1
4,2996,1,33353,4.0,9.0,0,1,0,0,0,0,0,1,0
2,2503,3,13984,8.0,18.0,0,0,0,0,0,0,0,0,0
2,842,3,28130,6.0,11.0,0,0,0,0,0,0,1,0,0
1,1660,2,78794,0.0,19.0,1,0,0,0,0,1,0,1,0
1,1269,1,42279,5.0,10.0,0,0,0,0,1,0,0,1,0
3,984,1,45080,1.0,7.0,0,0,0,0,0,1,0,0,1
4,1994,3,17839,3.0,2.0,0,0,0,1,0,1,0,0,0
4,1937,2,59557,2.0,6.0,0,0,1,0,0,0,0,1,0
3,759,2,46499,9.0,9.0,1,0,0,0,0,0,0,0,0
4,2123,1,10356,7.0,11.0,0,0,0,1,0,0,1,1,0
4,2477,3,34778,8.0,9.0,0,0,0,1,0,0,1,0,1
4,2202,1,68192,7.0,15.0,0,0,0,0,1,0,1,1,0
4,2411,1,57183,1.0,1.0,0,0,0,0,1,1,0,0,1
4,2555,1,34980,8.0,9.0,1,0,1,0,0,1,0,0,1
1,1243,1,40819,7.0,5.0,1,0,1,0,0,0,1,1,0
4,2025,3,19065,2.0,4.0,0,1,0,0,0,1,0,1,0
1,1290,2,15559,0.0,16.0,0,0,1,0,0,1,0,0,1
4,2391,1,78969,8.0,3.0,0,0,0,0,1,1,0,0,0
3,2382,1,13656,5.0,1.0,0,0,0,1,0,1,0,0,0
2,1359,1,48210,4.0,16.0,0,1,0,0,0,0,0,0,1
1,1868,1,66988,6.0,2.0,1,0,1,0,0,0,0,0,1
4,1861,2,36477,9.0,15.0,1,0,0,1,0,0,1,1,0
3,1131,2,34529,5.0,2.0,0,0,0,0,1,0,1,1,0
2,1005,2,23262,7.0,17.0,0,0,0,0,0,1,0,0,1
1,2904,2,70087,0.0,1.0,0,1,0,0,0,1,0,0,1
2,1014,1,42649,3.0,16.0,1,0,0,1,0,0,0,0,0
3,2404,3,58788,7.0,1.0,0,0,0,0,1,1,0,0,0
1,2119,2,56686,9.0,19.0,0,0,0,0,1,1,0,0,0
2,1073,2,47865,0.0,10.0,1,1,0,0,0,0,1,0,1
4,1670,1,41577,8.0,7.0,1,1,0,0,0,1,0,0,1
1,2990,1,79299,7.0,17.0,0,0,1,0,0,0,0,0,0
2,1987,1,69327,4.0,14.0,0,0,1,0,0,1,0,0,0
3,2011,1,65052,1.0,16.0,0,1,0,0,0,1,0,1,0
3,1296,3,41409,0.0,3.0,0,1,0,0,0,1,0,1,0
1,1862,3,33080,6.0,1.0,1,0,0,1,0,1,0,0,1
2,677,2,33195,1.0,18.0,1,0,1,0,0,1,0,1,0
1,951,3,71192,3.0,15.0,0,0,0,0,1,0,0,0,1
1,2036,2,20609,2.0,19.0,1,0,1,0,0,0,1,0,1
2,2558,2,24535,9.0,5.0,0,0,1,0,0,1,0,0,1
2,2832,3,9110,2.0,11.0,1,1,0,0,0,0,1,0,0
4,1160,2,12207,6.0,5.0,0,1,0,0,0,0,1,1,0
2,1849,1,67544,3.0,12.0,0,0,1,0,0,0,0,1,0
3,804,2,53637,2.0,15.0,1,0,0,0,0,0,1,1,0
1,1758,1,38074,3.0,12.0,1,0,0,0,0,1,0,1,0
1,1632,3,46664,1.0,17.0,1,0,1,0,0,1,0,0,0
3,421,3,79405,2.0,16.0,1,0,0,0,0,1,0,1,0
2,1077,2,48872,1.0,16.0,1,0,1,0,0,1,0,1,0
3,2428,1,17185,0.0,17.0,0,1,0,0,0,0,0,0,0
3,1631,2,25878,1.0,13.0,0,1,0,0,0,0,1,1,0
4,2455,3,6396,4.0,6.0,1,1,0,0,0,0,0,1,0
3,2208,2,8460,0.0,10.0,0,0,0,0,1,0,1,0,0
1,928,2,56314,4.0,1.0,0,1,0,0,0,0,0,0,0
3,2437,1,50389,6.0,11.0,0,1,0,0,0,0,0,0,0
1,2076,3,12676,7.0,7.0,0,0,1,0,0,0,0,0,0
1,1056,2,42312,1.0,10.0,1,0,0,0,0,1,0,0,1
1,565,1,8148,8.0,15.0,0,0,0,0,0,1,0,0,0
2,1248,2,17272,3.0,16.0,0,1,0,0,0,0,0,1,0
4,895,1,71363,7.0,8.0,0,1,0,0,0,0,1,1,0
1,989,1,7655,1.0,6.0,0,1,0,0,0,0,1,1,0
1,828,2,48105,4.0,2.0,1,0,1,0,0,1,0,1,0
2,562,3,60863,9.0,4.0,0,0,1,0,0,0,0,0,1
1,2813,3,66045,6.0,13.0,0,0,1,0,0,1,0,0,1
3,1662,1,50517,0.0,16.0,0,0,0,0,0,1,0,0,1
3,471,3,79227,8.0,1.0,1,0,0,0,1,1,0,1,0
4,1054,1,48638,4.0,18.0,1,0,0,0,0,0,0,1,0
1,668,3,79789,3.0,2.0,0,0,1,0,0,0,0,0,0
2,2176,2,78061,3.0,15.0,0,0,0,1,0,1,0,0,0
3,2862,3,59322,5.0,12.0,1,0,0,0,1,0,0,1,0
2,1668,1,9222,1.0,4.0,0,1,0,0,0,0,1,0,0
2,1415,1,56141,0.0,15.0,1,0,0,0,0,0,1,0,0
3,1483,3,15716,1.0,14.0,0,0,0,0,1,1,0,1,0
2,405,2,65644,2.0,15.0,0,0,0,1,0,0,1,0,1
3,1381,1,74716,4.0,3.0,1,0,0,0,1,1,0,1,0
2,806,1,6382,5.0,7.0,0,0,0,0,0,1,0,1,0
